chr	starts	end	DAY0	DAY4	DIFF	label
chr1	45900000	46000000	0.01091449842	0.01143069325	0.00051619483	chr1 45900000 46000000
chr1	51400000	51500000	0.00915638711	0.01119592259	0.00203953548	chr1 51400000 51500000
chr1	51500000	51600000	0.00915638711	0.01119592259	0.00203953548	chr1 51500000 51600000
chr1	51600000	51700000	0.00915638711	0.01119592259	0.00203953548	chr1 51600000 51700000
chr1	51700000	51800000	0.00915638711	0.01119592259	0.00203953548	chr1 51700000 51800000
chr1	51800000	51900000	0.00915638711	0.01119592259	0.00203953548	chr1 51800000 51900000
chr1	51900000	52000000	0.00915638711	0.01119592259	0.00203953548	chr1 51900000 52000000
chr1	52000000	52100000	0.00915638711	0.01119592259	0.00203953548	chr1 52000000 52100000
chr1	52100000	52200000	0.00915638711	0.01119592259	0.00203953548	chr1 52100000 52200000
chr1	52200000	52300000	0.00915638711	0.01119592259	0.00203953548	chr1 52200000 52300000
chr1	52500000	52600000	0.003238521192	0.003826133327	0.000587612135	chr1 52500000 52600000
chr1	52600000	52700000	0.003238521192	0.003826133327	0.000587612135	chr1 52600000 52700000
chr1	52700000	52800000	0.003238521192	0.003826133327	0.000587612135	chr1 52700000 52800000
chr1	52800000	52900000	0.003238521192	0.003826133327	0.000587612135	chr1 52800000 52900000
chr1	54400000	54500000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54400000 54500000
chr1	54500000	54600000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54500000 54600000
chr1	54600000	54700000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54600000 54700000
chr1	54700000	54800000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54700000 54800000
chr1	54800000	54900000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54800000 54900000
chr1	54900000	55000000	0.009567528275	0.009851456364	0.000283928088999999	chr1 54900000 55000000
chr1	55000000	55100000	0.009567528275	0.009851456364	0.000283928088999999	chr1 55000000 55100000
chr1	55100000	55200000	0.009567528275	0.009851456364	0.000283928088999999	chr1 55100000 55200000
chr1	55200000	55300000	0.009567528275	0.009851456364	0.000283928088999999	chr1 55200000 55300000
chr1	56800000	56900000	0.002467903206	0.003923895835	0.001455992629	chr1 56800000 56900000
chr1	56900000	57000000	0.002467903206	0.003923895835	0.001455992629	chr1 56900000 57000000
chr1	57000000	57100000	0.002467903206	0.003923895835	0.001455992629	chr1 57000000 57100000
chr1	57100000	57200000	0.002467903206	0.003923895835	0.001455992629	chr1 57100000 57200000
chr1	57200000	57300000	0.002467903206	0.003923895835	0.001455992629	chr1 57200000 57300000
chr1	57900000	58000000	0.01384979657	0.01433470891	0.000484912340000001	chr1 57900000 58000000
chr1	58000000	58100000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58000000 58100000
chr1	58100000	58200000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58100000 58200000
chr1	58200000	58300000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58200000 58300000
chr1	58300000	58400000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58300000 58400000
chr1	58400000	58500000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58400000 58500000
chr1	58500000	58600000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58500000 58600000
chr1	58600000	58700000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58600000 58700000
chr1	58700000	58800000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58700000 58800000
chr1	58800000	58900000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58800000 58900000
chr1	58900000	59000000	0.01384979657	0.01433470891	0.000484912340000001	chr1 58900000 59000000
chr1	59000000	59100000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59000000 59100000
chr1	59100000	59200000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59100000 59200000
chr1	59200000	59300000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59200000 59300000
chr1	59300000	59400000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59300000 59400000
chr1	59400000	59500000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59400000 59500000
chr1	59500000	59600000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59500000 59600000
chr1	59600000	59700000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59600000 59700000
chr1	59700000	59800000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59700000 59800000
chr1	59800000	59900000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59800000 59900000
chr1	59900000	60000000	0.01384979657	0.01433470891	0.000484912340000001	chr1 59900000 60000000
chr1	60000000	60100000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60000000 60100000
chr1	60100000	60200000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60100000 60200000
chr1	60200000	60300000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60200000 60300000
chr1	60300000	60400000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60300000 60400000
chr1	60400000	60500000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60400000 60500000
chr1	60500000	60600000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60500000 60600000
chr1	60600000	60700000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60600000 60700000
chr1	60700000	60800000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60700000 60800000
chr1	60800000	60900000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60800000 60900000
chr1	60900000	61000000	0.01384979657	0.01433470891	0.000484912340000001	chr1 60900000 61000000
chr1	62700000	62800000	0.01111408566	0.002007985413	-0.009106100247	chr1 62700000 62800000
chr1	62800000	62900000	0.01111408566	0.002007985413	-0.009106100247	chr1 62800000 62900000
chr1	63000000	63100000	0.01111408566	0.0141391332	0.00302504754	chr1 63000000 63100000
chr1	63100000	63200000	0.01111408566	0.0141391332	0.00302504754	chr1 63100000 63200000
chr1	63200000	63300000	0.01111408566	0.0141391332	0.00302504754	chr1 63200000 63300000
chr1	63300000	63400000	0.01111408566	0.0141391332	0.00302504754	chr1 63300000 63400000
chr1	63400000	63500000	0.01111408566	0.0141391332	0.00302504754	chr1 63400000 63500000
chr1	63500000	63600000	0.01111408566	0.0141391332	0.00302504754	chr1 63500000 63600000
chr1	63600000	63700000	0.01111408566	0.0141391332	0.00302504754	chr1 63600000 63700000
chr1	63700000	63800000	0.01111408566	0.0141391332	0.00302504754	chr1 63700000 63800000
chr1	63800000	63900000	0.01111408566	0.0141391332	0.00302504754	chr1 63800000 63900000
chr1	63900000	64000000	0.01111408566	0.0141391332	0.00302504754	chr1 63900000 64000000
chr1	64000000	64100000	0.01111408566	0.0141391332	0.00302504754	chr1 64000000 64100000
chr1	64100000	64200000	0.01111408566	0.0141391332	0.00302504754	chr1 64100000 64200000
chr1	64200000	64300000	0.01111408566	0.0141391332	0.00302504754	chr1 64200000 64300000
chr1	64300000	64400000	0.01111408566	0.0141391332	0.00302504754	chr1 64300000 64400000
chr1	64400000	64500000	0.01111408566	0.0141391332	0.00302504754	chr1 64400000 64500000
chr1	64500000	64600000	0.01111408566	0.0141391332	0.00302504754	chr1 64500000 64600000
chr1	64600000	64700000	0.01111408566	0.0141391332	0.00302504754	chr1 64600000 64700000
chr1	64700000	64800000	0.01111408566	0.0141391332	0.00302504754	chr1 64700000 64800000
chr1	64800000	64900000	0.01111408566	0.0141391332	0.00302504754	chr1 64800000 64900000
chr1	64900000	65000000	0.01111408566	0.0141391332	0.00302504754	chr1 64900000 65000000
chr1	65000000	65100000	0.01111408566	0.0141391332	0.00302504754	chr1 65000000 65100000
chr1	65100000	65200000	0.01111408566	0.0141391332	0.00302504754	chr1 65100000 65200000
chr1	65200000	65300000	0.01111408566	0.0141391332	0.00302504754	chr1 65200000 65300000
chr1	66700000	66800000	0.00203213975	0.005304461944	0.003272322194	chr1 66700000 66800000
chr1	66800000	66900000	0.00203213975	0.005304461944	0.003272322194	chr1 66800000 66900000
chr1	71500000	71600000	0.007671959591	0.008643281275	0.000971321684	chr1 71500000 71600000
chr1	71600000	71700000	0.007671959591	0.008643281275	0.000971321684	chr1 71600000 71700000
chr1	71700000	71800000	0.007671959591	0.008643281275	0.000971321684	chr1 71700000 71800000
chr1	71800000	71900000	0.007671959591	0.008643281275	0.000971321684	chr1 71800000 71900000
chr1	71900000	72000000	0.007671959591	0.008643281275	0.000971321684	chr1 71900000 72000000
chr1	72000000	72100000	0.007671959591	0.008643281275	0.000971321684	chr1 72000000 72100000
chr1	72100000	72200000	0.007671959591	0.008643281275	0.000971321684	chr1 72100000 72200000
chr1	72200000	72300000	0.007671959591	0.008643281275	0.000971321684	chr1 72200000 72300000
chr1	72300000	72400000	0.007671959591	0.008643281275	0.000971321684	chr1 72300000 72400000
chr1	72400000	72500000	0.007671959591	0.008643281275	0.000971321684	chr1 72400000 72500000
chr1	72500000	72600000	0.007671959591	0.008643281275	0.000971321684	chr1 72500000 72600000
chr1	72600000	72700000	0.007671959591	0.008643281275	0.000971321684	chr1 72600000 72700000
chr1	72700000	72800000	0.007671959591	0.008643281275	0.000971321684	chr1 72700000 72800000
chr1	72800000	72900000	0.007671959591	0.008643281275	0.000971321684	chr1 72800000 72900000
chr1	72900000	73000000	0.007671959591	0.008643281275	0.000971321684	chr1 72900000 73000000
chr1	73000000	73100000	0.007671959591	0.008643281275	0.000971321684	chr1 73000000 73100000
chr1	73200000	73300000	0.001389675735	0.001738636548	0.000348960813	chr1 73200000 73300000
chr1	73800000	73900000	0.01666089331	0.01715922031	0.000498327	chr1 73800000 73900000
chr1	73900000	74000000	0.01666089331	0.01715922031	0.000498327	chr1 73900000 74000000
chr1	74000000	74100000	0.01666089331	0.01715922031	0.000498327	chr1 74000000 74100000
chr1	74100000	74200000	0.01666089331	0.01715922031	0.000498327	chr1 74100000 74200000
chr1	74200000	74300000	0.01666089331	0.01715922031	0.000498327	chr1 74200000 74300000
chr1	74300000	74400000	0.01666089331	0.01715922031	0.000498327	chr1 74300000 74400000
chr1	74400000	74500000	0.01666089331	0.01715922031	0.000498327	chr1 74400000 74500000
chr1	74500000	74600000	0.01666089331	0.01715922031	0.000498327	chr1 74500000 74600000
chr1	74600000	74700000	0.01666089331	0.01715922031	0.000498327	chr1 74600000 74700000
chr1	74700000	74800000	0.01666089331	0.01715922031	0.000498327	chr1 74700000 74800000
chr1	74800000	74900000	0.01666089331	0.01715922031	0.000498327	chr1 74800000 74900000
chr1	74900000	75000000	0.01666089331	0.01715922031	0.000498327	chr1 74900000 75000000
chr1	75000000	75100000	0.01666089331	0.01715922031	0.000498327	chr1 75000000 75100000
chr1	75100000	75200000	0.01666089331	0.01715922031	0.000498327	chr1 75100000 75200000
chr1	75200000	75300000	0.01666089331	0.01715922031	0.000498327	chr1 75200000 75300000
chr1	75300000	75400000	0.01666089331	0.01715922031	0.000498327	chr1 75300000 75400000
chr1	75400000	75500000	0.01666089331	0.01715922031	0.000498327	chr1 75400000 75500000
chr1	75500000	75600000	0.01666089331	0.01715922031	0.000498327	chr1 75500000 75600000
chr1	75600000	75700000	0.01666089331	0.01715922031	0.000498327	chr1 75600000 75700000
chr1	78000000	78100000	0.005027843717	0.005855545554	0.000827701837	chr1 78000000 78100000
chr1	78100000	78200000	0.005027843717	0.005855545554	0.000827701837	chr1 78100000 78200000
chr1	78200000	78300000	0.005027843717	0.005855545554	0.000827701837	chr1 78200000 78300000
chr1	78300000	78400000	0.005027843717	0.005855545554	0.000827701837	chr1 78300000 78400000
chr1	78400000	78500000	0.005027843717	0.005855545554	0.000827701837	chr1 78400000 78500000
chr1	78500000	78600000	0.005027843717	0.005855545554	0.000827701837	chr1 78500000 78600000
chr1	78600000	78700000	0.005027843717	0.005855545554	0.000827701837	chr1 78600000 78700000
chr1	79700000	79800000	0.002940537178	0.00709048939	0.004149952212	chr1 79700000 79800000
chr1	79800000	79900000	0.002940537178	0.00709048939	0.004149952212	chr1 79800000 79900000
chr1	79900000	80000000	0.002940537178	0.00709048939	0.004149952212	chr1 79900000 80000000
chr1	80000000	80100000	0.002940537178	0.00709048939	0.004149952212	chr1 80000000 80100000
chr1	80100000	80200000	0.002940537178	0.00709048939	0.004149952212	chr1 80100000 80200000
chr1	80200000	80300000	0.002940537178	0.00709048939	0.004149952212	chr1 80200000 80300000
chr1	80300000	80400000	0.002940537178	0.00709048939	0.004149952212	chr1 80300000 80400000
chr1	81300000	81400000	0.005808090302	0.006087220417	0.000279130115	chr1 81300000 81400000
chr1	81400000	81500000	0.005808090302	0.006087220417	0.000279130115	chr1 81400000 81500000
chr1	81500000	81600000	0.005808090302	0.006087220417	0.000279130115	chr1 81500000 81600000
chr1	81600000	81700000	0.005808090302	0.006087220417	0.000279130115	chr1 81600000 81700000
chr1	81700000	81800000	0.005808090302	0.006087220417	0.000279130115	chr1 81700000 81800000
chr1	81800000	81900000	0.005808090302	0.006087220417	0.000279130115	chr1 81800000 81900000
chr1	81900000	82000000	0.005808090302	0.006087220417	0.000279130115	chr1 81900000 82000000
chr1	82000000	82100000	0.005808090302	0.006087220417	0.000279130115	chr1 82000000 82100000
chr1	82100000	82200000	0.005808090302	0.006087220417	0.000279130115	chr1 82100000 82200000
chr1	82200000	82300000	0.005808090302	0.006087220417	0.000279130115	chr1 82200000 82300000
chr1	82300000	82400000	0.005808090302	0.006087220417	0.000279130115	chr1 82300000 82400000
chr1	82800000	82900000	0.003229663462	0.004075005155	0.000845341693	chr1 82800000 82900000
chr1	83800000	83900000	0.003995543097	0.00476592709	0.000770383993	chr1 83800000 83900000
chr1	83900000	84000000	0.003995543097	0.00476592709	0.000770383993	chr1 83900000 84000000
chr1	84000000	84100000	0.003995543097	0.00476592709	0.000770383993	chr1 84000000 84100000
chr1	84100000	84200000	0.003995543097	0.00476592709	0.000770383993	chr1 84100000 84200000
chr1	84200000	84300000	0.003995543097	0.00476592709	0.000770383993	chr1 84200000 84300000
chr1	84300000	84400000	0.003995543097	0.00476592709	0.000770383993	chr1 84300000 84400000
