V1	V2	V3	gene	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	log2FoldChange	padj	cate	ABsignalDIST	H3K27acFC	H3K4me1FC	H3K4me3FC	HistoneFC	HistoneD0	HistoneD4	HistoneStatus	ABStatus	Epi
chr1	33668795	33670795	Prim2	promoter	chr1 33668795 33670795 Prim2	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	-0.964864412762925	0.00000000000000000000000000000000000000000000000000000000000000000356700248128597	DOWN	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	33718887	33720887	Rab23	promoter	chr1 33718887 33720887 Rab23	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	-0.748000643613437	0.000000000000000729708137896099	DOWN	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	33756795	33758795	Bag2	promoter	chr1 33756795 33758795 Bag2	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	-0.747333721834971	0.000000000000000000000000000000000000576245700767071	DOWN	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	33813595	33815595	Zfp451	promoter	chr1 33813595 33815595 Zfp451	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	0.170842464147252	0.0535761561943708	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	33906816	33908816	Bend6	promoter	chr1 33906816 33908816 Bend6	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	0.185247661059195	0.0109462338290364	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	33907225	33909225	Dst	promoter	chr1 33907225 33909225 Dst	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	0.531139754894385	0.0000000000000000000000000160887202833306	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	34438672	34440672	Ccdc115	promoter	chr1 34438672 34440672 Ccdc115	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	0.0762156886336428	0.314105282343103	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	34438851	34440851	Imp4	promoter	chr1 34438851 34440851 Imp4	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	-0.297273783184732	0.0000245097690124747	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	34458765	34460765	Ptpn18	promoter	chr1 34458765 34460765 Ptpn18	chr1	33500000	34500000	0.009957590304	0.01161384207	chr1 33500000 34500000	271.7	469.5	362.8	472	379.1	316.8	AtoA	-1.03799029728494	0.104840580291045	STEADY	0.001656251766	1.72800883327199	1.30099228224917	0.835663413347402	1.28822150962286	368	434.766666666667	active	towardA	active_towardA
chr1	34842065	34844065	Fam168b	promoter	chr1 34842065 34844065 Fam168b	chr1	34800000	34900000	0.009957590304	0.006660559564	chr1 34800000 34900000	226	388	308	415	384	332	AtoA	-0.350235802861972	0.0000000000000000000378710149362662	STEADY	-0.00329703074	1.71681415929204	1.3474025974026	0.864583333333333	1.30960003000932	307.333333333333	370.333333333333	active	towardB	active_towardB
chr1	34848976	34850976	Plekhb2	promoter	chr1 34848976 34850976 Plekhb2	chr1	34800000	34900000	0.009957590304	0.006660559564	chr1 34800000 34900000	226	388	308	415	384	332	AtoA	-0.00377657832021094	0.973427644916928	STEADY	-0.00329703074	1.71681415929204	1.3474025974026	0.864583333333333	1.30960003000932	307.333333333333	370.333333333333	active	towardB	active_towardB
chr1	35256900	35258900	Plekhb2	enhancer	chr1 35256900 35258900 Plekhb2	chr1	34900000	35700000	-0.006781806756	-0.01134211063	chr1 34900000 35700000	221.875	297.875	280.75	311.5	355.375	282.5	BtoB	-0.00377657832021094	0.973427644916928	STEADY	-0.004560303874	1.34253521126761	1.10952804986643	0.794934927893071	1.0823327296757	266.833333333333	296.708333333333	STEADY	towardB	STEADY_towardB
chr1	35848800	35851500	Hs6st1	enhancer	chr1 35848800 35851500 Hs6st1	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-1.12488015720716	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000254318038912225	DOWN	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	35919100	35921100	Hs6st1	enhancer	chr1 35919100 35921100 Hs6st1	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-1.12488015720716	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000254318038912225	DOWN	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36067400	36069400	Hs6st1	promoter	chr1 36067400 36069400 Hs6st1	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-1.12488015720716	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000254318038912225	DOWN	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36243305	36245305	Uggt1	promoter	chr1 36243305 36245305 Uggt1	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.174596460730354	0.00419307188128749	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36273679	36275679	Neurl3	promoter	chr1 36273679 36275679 Neurl3	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.256381590576722	0.751457953439948	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36306733	36308733	Arid5a	promoter	chr1 36306733 36308733 Arid5a	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.343616377569157	0.000100749663691977	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36368181	36370181	Kansl3	promoter	chr1 36368181 36370181 Kansl3	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.0163216070372022	0.797943828145676	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36371291	36373291	Fer1l5	promoter	chr1 36371291 36373291 Fer1l5	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.420586377121791	0.047462817160654	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36444271	36446271	Lman2l	promoter	chr1 36444271 36446271 Lman2l	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.176600611405039	0.00434064162860326	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36456700	36458700	Lman2l	enhancer	chr1 36456700 36458700 Lman2l	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.176600611405039	0.00434064162860326	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36470620	36472620	Cnnm4	promoter	chr1 36470620 36472620 Cnnm4	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	1.24171001863106	0.00000000000000000000000000000000000000000000000000000000000000208469785091674	UP	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36510867	36512867	Cnnm3	promoter	chr1 36510867 36512867 Cnnm3	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.112796951059262	0.157198807282276	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36538429	36540429	Ankrd23	promoter	chr1 36538429 36540429 Ankrd23	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.251699264852744	0.123491140192082	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36546445	36548445	Ankrd39	promoter	chr1 36546445 36548445 Ankrd39	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.0472854713536469	0.785447804435511	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36557349	36559349	Sema4c	promoter	chr1 36557349 36559349 Sema4c	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.502722496717442	0.00000000000187998681727452	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36682183	36684183	Fam178b	promoter	chr1 36682183 36684183 Fam178b	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	1.58760099320136	0.00444218985524478	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36690449	36692449	Cox5b	promoter	chr1 36690449 36692449 Cox5b	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.15233599983551	0.0126128978349524	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36713422	36715422	Actr1b	promoter	chr1 36713422 36715422 Actr1b	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.453613719797917	0.0000000000000000000000000000000255558646625119	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36760798	36762798	Zap70	promoter	chr1 36760798 36762798 Zap70	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	3.21884509405484	0.00000000000000000000000000236967466437148	UP	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36942666	36944666	Tmem131	promoter	chr1 36942666 36944666 Tmem131	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.182776486325215	0.0000054926379251227	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	36996000	36998000	Vwa3b	enhancer	chr1 36996000 36998000 Vwa3b	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	1.67527118043049	0.528499637399805	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37025596	37027596	Vwa3b	promoter	chr1 37025596 37027596 Vwa3b	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	1.67527118043049	0.528499637399805	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37213434	37215434	Cnga3	promoter	chr1 37213434 37215434 Cnga3	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.0455411227851235	0.972588240106938	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37298865	37300865	Inpp4a	promoter	chr1 37298865 37300865 Inpp4a	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	1.4148891977058	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222773454172484	UP	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37429103	37431103	Coa5	promoter	chr1 37429103 37431103 Coa5	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.321065806364879	0.000000000000000158933641932111	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37429139	37431139	Unc50	promoter	chr1 37429139 37431139 Unc50	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.654369533689723	0.000000000000000000000000000000000000838209469598217	UP	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37540016	37542016	Mgat4a	promoter	chr1 37540016 37542016 Mgat4a	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	-0.288617309162577	0.00873483994798412	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
chr1	37865429	37867429	Tsga10	promoter	chr1 37865429 37867429 Tsga10	chr1	35800000	40700000	0.01264585402	0.01351284118	chr1 35800000 40700000	263.571428571429	421.408163265306	360.408163265306	475.428571428571	375.816326530612	302.469387755102	AtoA	0.296755321699602	0.0162178731549887	STEADY	0.000866987160000001	1.59883855981417	1.31913929784824	0.804833016562585	1.240936958075	348.462585034014	419.081632653061	active	towardA	active_towardA
